item_desc,category_desc,sub_category_desc,item_number
โปรวาเมด ซอฟท์ แอนด์ สมูท ครีม 10 กรัม,เวชสำอางค์,ผิวขาว,263
โปรวาเมด โซลาริส บอดี้ เอสพีเอฟ50+20 กรัม,เวชสำอางค์,กันแดด,264
โปรวาเมด อโลเวร่า เจล 20 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,265
ฟิสิโอเจล เดลี่ มอยซ์เจอร์ คลีนเซอร์ 50 มล.,เวชสำอางค์,ผิวแพ้ง่าย,266
คอนเซ็ปท์ แอนตี้ เมลาสม่า ครีม 4 กรัม,เวชสำอางค์,ผิวขาว,267
พีเอชดี คอลลาเจน กลูต้า เซรั่ม 8 มล.,เวชสำอางค์,ผิวขาว,268
พีเอชดี แอดวานซ์ แอคโน โซลูชั่น เซรั่ม 5 มล.,เวชสำอางค์,สิว,269
โปรวาเมด แอนตี้ เมลาสม่า มินิ เซต,เวชสำอางค์,ผิวขาว,270
เซตาฟิล ออยล์ลี่ สกิน คลีนเซอร์ 29 มล.,เวชสำอางค์,สิว,271
แผ่นซับสิวเดอร์ม่าแองเจิ้ล3เม็ด(กลางวัน),เวชสำอางค์,สิว,272
แผ่นซับสิวเดอร์ม่าแองเจิ้ล3เม็ด(กลางคืน),เวชสำอางค์,สิว,273
บีแพนเธน เซนซิเดิร์ม ครีม 20 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,274
คอนเซ็ปท์ ซันโพรเทคชั่นครีม(เบจ)SPF50 PA+5G,เวชสำอางค์,กันแดด,275
เดอร์มาติกซ์ อัลตร้า 5 กรัม(MD),เวชสำอางค์,ลดเลือนรอยแผลเป็น,276
เบอร์นโนว่า เจล พลัส แพลงก์ตอน 25 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,277
เบอร์นโนว่า เจล พลัส สโนว์ แอลจี้ 25 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,278
โปรวาเมด แอคเน่ มินิ เซต,เวชสำอางค์,สิว,279
โปรวาเมด ซันโพรเทคชั่น มินิ เซต,เวชสำอางค์,กันแดด,280
โปรวาเมด แอคเน่ เคลย์ มาส์ก 5 กรัม,เวชสำอางค์,สิว,281
โปรวาเมด ไฮยาแฟลช เซรั่ม 5 กรัม (ด),เวชสำอางค์,ผิวขาว,282
มัชชากิ แอนติ แอคเน่ ครีม 5 กรัม,เวชสำอางค์,สิว,283
ดร.สมชาย แอคเน่โลชั่นสเปรย์ 25 มล.,เวชสำอางค์,สิว,284
ฟิสิโอเจล เดลี่ มอยส์เจอร์ คลีนเซอร์ 900 มล.,เวชสำอางค์,ผิวแพ้ง่าย,285
พีเอชดี ยูวี เฟส เซรั่ม SPF50+PA+++ 8มล.,เวชสำอางค์,กันแดด,286
แผ่นซับสิว AcneQ 6 เม็ด,เวชสำอางค์,สิว,287
โปรวาเมด อะเซโรลา ซี วิป โฟม 40 กรัม,เวชสำอางค์,ผิวขาว,288
อ๊อกซีเคียว แอคเน่ เคลียร์ พาวเดอร์ มัด 5 ก.(ด),เวชสำอางค์,สิว,289
โปรวาเมด ไบร์ท เพอร์เฟค มินิ เซต,เวชสำอางค์,ผิวขาว,290
โปรวาเมด โอเว่อร์ไนท์ มาส์ก 5 กรัม,เวชสำอางค์,ผิวขาว,291
โอเชี่ยนสกิน ไวท์เทนนิ่ง พลัส เอสเซ้นส์ 12 มล.,เวชสำอางค์,ผิวขาว,292
โอเชี่ยนสกิน ไวท์เทนนิ่ง พลัส คอลลาเจน ครีม 7 มล.,เวชสำอางค์,ลดเลือนริ้วรอย,293
โอเชี่ยนสกิน ไวท์เทนนิ่ง พลัส โอเวอร์ไนท์มาส์ก7มล.,เวชสำอางค์,ผิวขาว,294
แผ่นซับสิวเดอร์มีดี เอซีเคลียร์แพทซ์ 6 เม็ด,เวชสำอางค์,สิว,295
โปรวาเมด แอคเน่ สตาทเตอร์ คิท,เวชสำอางค์,สิว,296
โปรวาเมด ซัน แอนด์ โพรเทค เซท,เวชสำอางค์,กันแดด,297
พีเอชดี ไฮยา เซนซีทีฟ ไวท์ เซรั่ม 10 มล.,เวชสำอางค์,ลดเลือนริ้วรอย,298
พีเอชดี เค-เดอร์มา ยูวี เซรั่ม เซนซิทีฟ 8 มล.,เวชสำอางค์,กันแดด,299
เซตาฟิล โปร เอดี เดอร์มา สกิน เรสทอริ่ง วอส 295มล.,เวชสำอางค์,ผิวแพ้ง่าย,300
เซตาฟิล โปร เอดี เดอร์มา เรสทอริ่ง มอยส์เจอไรเซอร์,เวชสำอางค์,ผิวแพ้ง่าย,301
W-เซตาฟิล เจนเทิลคลีนเซอร์&มอยซ์เจอไรซิ่งโลชั่นเซท,เวชสำอางค์,ผิวแพ้ง่าย,302
เดอร์ม่า 365 เบบี้ เจนเทิล คลีนเซอร์ 250 มล.,เวชสำอางค์,ผิวแพ้ง่าย,303
เดอร์ม่า365 เจนเทิล โลชั่น ฟอร์ ออลล์ สกิน 200มล.,เวชสำอางค์,ผิวแพ้ง่าย,304
เดอร์ม่า365 เจนเทิล คลีนเซอร์ เฟสแอนด์บอดี้ 500 มล,เวชสำอางค์,ผิวแพ้ง่าย,305
เดอร์ม่า365 เจนเทิล คลีนเซอร์ เฟสแอนด์บอดี้ 250 มล,เวชสำอางค์,ผิวแพ้ง่าย,306
เดอร์ม่า365 เบบี้บอดี้ โลชั่น ฟอร์ ออลล์สกิน200 มล,เวชสำอางค์,ผิวแพ้ง่าย,307
Wดร.สมชาย พิมเพอร์ ครีมแก้ฝ้า 8 กรัม,เวชสำอางค์,ผิวขาว,308
Wดร.สมชาย ซันบล็อค SPF 50+ ตอนซิลเลอ(เนื้อ)20กรัม,เวชสำอางค์,กันแดด,309
Wดร.สมชาย พิมเพอร์ ครีมแก้ฝ้า 15 กรัม,เวชสำอางค์,ผิวขาว,310
